service_cv,cv_sq,load_factor,run_id,seed,elapsed_sec,total,avg_latency,p50_latency,p95_latency,p99_latency,p999_latency,max_latency,tail_ratio,throughput,goodput,slo_violation_rate,hedge_count,affected_ratio
0.0,0.0,0.89,2,44,17.844110012054443,142275,0.017600786755128307,0.01725194605361935,0.028793227249886397,0.03442008693897749,0.03911454260822712,0.04837225250050636,1.9951422773986922,2845.5,2845.5,0.0,0,0.0
0.0,0.0,0.89,4,46,17.94476008415222,142591,0.017830897823657512,0.017412896440369252,0.029239694753771417,0.03564497509414225,0.039834759778801763,0.05084713406621688,2.0470445693058044,2851.82,2851.8,7.01306534072978e-06,0,0.0
0.0,0.0,0.89,3,45,18.298195600509644,142633,0.017660857847761002,0.017312648998739633,0.02889751722333926,0.03455087881983295,0.039042586896498234,0.04896218180071621,1.9957014563368245,2852.66,2852.66,0.0,0,0.0
0.0,0.0,0.89,5,47,17.959383964538574,142284,0.017560231805117555,0.01718323954478329,0.028861152618625322,0.034632186837275904,0.03954071959515153,0.04897504749408199,2.015463192898919,2845.68,2845.68,0.0,0,0.0
0.0,0.0,0.89,7,49,18.13809323310852,142754,0.017687654451705285,0.0173501053216647,0.028859238293324554,0.03428432569121853,0.03905046151701646,0.05728916853206201,1.9760298312661213,2855.08,2855.06,7.005057651624473e-06,0,0.0
0.0,0.0,0.89,6,48,18.406432151794434,141591,0.017370786068725844,0.017002893870236235,0.02870999142552577,0.03442800821358603,0.039550847547742046,0.04924684308978655,2.0248322712789886,2831.82,2831.82,0.0,0,0.0
0.0,0.0,0.89,8,50,18.557469367980957,142589,0.01775993276940576,0.01736777798941347,0.029068340697718752,0.03510034004525536,0.0394973722042038,0.049868429621461985,2.021003496627535,2851.78,2851.78,0.0,0,0.0
0.0,0.0,0.89,9,51,18.41416072845459,142093,0.017472665155121407,0.01712264853539125,0.028683110993040373,0.03408469828326218,0.03922965336632148,0.0497283569305651,1.9906206807207207,2841.86,2841.86,0.0,0,0.0
0.0,0.0,0.9,2,44,18.240700483322144,143768,0.018072771402735388,0.01767023259556133,0.029281285938984068,0.03553849002523006,0.03981460029590623,0.04969308948169271,2.0112066908591313,2875.36,2875.36,0.0,0,0.0
0.0,0.0,0.9,1,43,18.36116600036621,143643,0.018070870415974282,0.017634273572543435,0.029398803430123622,0.03597786029955091,0.04061966626271638,0.050735146054492475,2.040223553952823,2872.86,2872.84,6.961703668121663e-06,0,0.0
0.0,0.0,0.9,0,42,18.653475046157837,144477,0.018269882510972203,0.017810999457434917,0.029562855690347327,0.03628341476773919,0.041943878037493026,0.055415397782201836,2.037135246365597,2889.54,2889.48,2.076455075894433e-05,0,0.0
0.0,0.0,0.9,3,45,18.421180963516235,144220,0.018209744083081236,0.017800183168354522,0.02945018190192367,0.03565779251435875,0.0394966976526456,0.04961198204684081,2.003226156557299,2884.4,2884.4,0.0,0,0.0
0.5,0.25,0.7,0,42,14.94785737991333,112536,0.01397883958110832,0.012455442090331559,0.028724343902361227,0.03751573485382093,0.049020975868798694,0.06916327825695134,3.0119954459859946,2250.72,2248.94,0.0007908580365394185,0,0.0
0.5,0.25,0.7,1,43,14.958760499954224,111913,0.01394292512722872,0.012462414291249502,0.028659017878111103,0.03752598038331612,0.048940314222314096,0.06675685490274219,3.011132474521011,2238.26,2236.56,0.0007595185545915131,0,0.0
0.5,0.25,0.7,2,44,14.892123222351074,111556,0.013936644638707722,0.012460822375789604,0.028624552889555233,0.03755870270194826,0.04869741834465504,0.07410442149490137,3.014143173641722,2231.12,2229.42,0.0007619491555810535,0,0.0
0.5,0.25,0.7,4,46,15.005231142044067,112547,0.014033998239627045,0.01254370083698575,0.02889084622240574,0.03767544568413799,0.04897421928047177,0.07120589585189485,3.0035350949258928,2250.94,2249.06,0.0008352066247878664,0,0.0
0.5,0.25,0.7,3,45,15.347116947174072,112384,0.013935047089191698,0.012472548485857438,0.028586841677564926,0.03720052919122437,0.049290335063303346,0.07343608383949629,2.9825924696469106,2247.68,2245.86,0.0008097238041002277,0,0.0
0.5,0.25,0.7,5,47,15.009119033813477,111765,0.013953945742745276,0.012443466090042321,0.028634193577698138,0.0377147062196552,0.048973913197884945,0.0728361323463389,3.030884316857324,2235.3,2233.42,0.0008410504182883729,0,0.0
0.5,0.25,0.7,6,48,14.833133459091187,111405,0.013912558694562307,0.012434432809541818,0.028636127698135276,0.03777109852816862,0.048739812208071005,0.07285235582858007,3.037621346040343,2228.1,2226.38,0.0007719581706386608,0,0.0
0.0,0.0,0.9,4,46,18.72719955444336,144229,0.018434759463018018,0.01791975780101751,0.02984964928065921,0.03688279563752445,0.04242290004440388,0.05208007487197008,2.058219538850586,2884.58,2884.56,6.9334183832655015e-06,0,0.0
