slowdown,baseline,metric,mean,ci_95,min,max,n
1.2,fixed_isolation,affected_ratio,0.027808441265310624,0.00011593377011856578,0.027514061268907628,0.028024782761173674,10
1.2,fixed_shedding,p99_latency,0.029336023139942418,4.887115373658529e-05,0.029259767904646596,0.02945115265063652,10
1.2,fixed_shedding,p999_latency,0.03552581017748165,0.00024975723608218264,0.035042717470152036,0.03603913770188827,10
1.2,fixed_shedding,p95_latency,0.025888036875576205,7.838603834633779e-05,0.02572212553105402,0.0260586201097098,10
1.2,fixed_shedding,p50_latency,0.01459210350018294,4.1921775933165655e-05,0.01451985373765563,0.014684917263707575,10
1.2,fixed_shedding,avg_latency,0.015298736885616527,2.918716935009974e-05,0.015256338336190993,0.015369140515180606,10
1.2,fixed_shedding,max_latency,0.04358974971171357,0.0024179969927621667,0.03995100192046763,0.04943255707153682,10
1.2,fixed_shedding,tail_ratio,2.01041935281541,0.0036040427172397914,2.004119551795193,2.0191318226110955,10
1.2,fixed_shedding,throughput,2560.37,2.515654834354303,2556.24,2567.5,10
1.2,fixed_shedding,goodput,2560.37,2.515654834354303,2556.24,2567.5,10
1.2,fixed_shedding,slo_violation_rate,0.0,0.0,0.0,0.0,10
1.2,fixed_shedding,affected_ratio,0.004193644309987706,0.0005851369704655263,0.0031198686371100163,0.005475792466684373,10
1.2,fixed_speculation,p99_latency,0.029115266618354573,7.905003645999668e-05,0.02900021794976453,0.029326402000430463,10
1.2,fixed_speculation,p999_latency,0.0348936117053929,0.0003003094304824871,0.03420338939693494,0.0356998067939048,10
1.2,fixed_speculation,p95_latency,0.025486369217397532,9.981290065251635e-05,0.025261016963603555,0.02571990134907124,10
1.2,fixed_speculation,p50_latency,0.01436813701118016,6.442584062218974e-05,0.014274766870393307,0.014573750152335307,10
1.2,fixed_speculation,avg_latency,0.015144031702519012,4.282159570607864e-05,0.015074930408923251,0.015282749606623526,10
1.2,fixed_speculation,max_latency,0.04272686519285607,0.002066652763426252,0.03971850597478266,0.04791646945596284,10
1.2,fixed_speculation,tail_ratio,2.0264228125485237,0.007269757410892299,2.008189103851193,2.042304390467844,10
1.2,fixed_speculation,throughput,2553.04,4.990464313839436,2542.72,2565.08,10
1.2,fixed_speculation,goodput,2553.04,4.990464313839436,2542.72,2565.08,10
1.2,fixed_speculation,slo_violation_rate,0.0,0.0,0.0,0.0,10
1.2,fixed_speculation,affected_ratio,0.025145934995685217,0.00020858967064741368,0.02472663333150173,0.02565756355398943,10
1.2,no_mitigation,p99_latency,0.029173219380651615,5.839320443015952e-05,0.02902400724261141,0.02929097022008023,10
1.2,no_mitigation,p999_latency,0.03518023037775796,0.00018285904982980218,0.0347648179937869,0.03554608229802249,10
1.2,no_mitigation,p95_latency,0.025256247247347312,8.242578143382119e-05,0.02505269413714721,0.025448331150753487,10
